politician_id,job_title,job_title_extra,organization,income_level,income,interval,created,category,topics
79334,Vortragstätigkeiten - Buchveranstaltung mit Hans-Dieter Schütt in Bitterfeld-Wolfen,Einkommen im Jahr 2025,Mitteldeutsche Verlags- und Druckhaus GmbH,1,1200.0,,1769182853,29647,Medien
79334,Vortragstätigkeiten - Buchveranstaltung mit Hans-Dieter Schütt in Ballenstedt,Einkommen im Jahr 2025,Mitteldeutsche Verlags- und Druckhaus GmbH,1,1200.0,,1769182729,29647,Medien
79334,Vortragstätigkeiten - Vortrag bei einer Veranstaltung der Volksbank Pirna in Lohmen,Einkommen im Jahr 2025,MEET Live GmbH,2,6000.0,,1769182660,29647,Finanzen|Wirtschaft
79334,Vortragstätigkeiten - Vortrag beim Unternehmertag der ICA OPTIC eG in Göhren-Lebbin,Einkommen im Jahr 2025,MEET Live GmbH,2,6000.0,,1769182607,29647,Wirtschaft
79334,Vortragstätigkeiten - Vortrag bei einer Veranstaltung des Diakonischen Werks Baden-Württemberg,Einkommen im Jahr 2025,MEET Live GmbH,2,6000.0,,1769182519,29647,"Gesellschaftspolitik, soziale Gruppen"
79334,"Vortragstätigkeiten - Gespräch über Politik, seine Bücher und sein Leben in Bielefeld",Einkommen im Jahr 2025,Lausitz.Live GmbH,1,1500.0,,1769182458,29647,Kultur
79334,"Vortragstätigkeiten - Gespräch über Politik, seine Bücher und sein Leben in Uelzen",Einkommen im Jahr 2025,Lausitz.Live GmbH,1,1300.0,,1769182420,29647,Kultur
79334,"Vortragstätigkeiten - Gespräch über Politik, seine Bücher und sein Leben in Bautzen",Einkommen im Jahr 2025,Lausitz.Live GmbH,1,1300.0,,1769182392,29647,Kultur
79334,"Vortragstätigkeiten - Gespräch über Politik, seine Bücher und sein Leben in Dessau",Einkommen im Jahr 2025,Lausitz.Live GmbH,1,1300.0,,1769182333,29647,Kultur
79334,Vortragstätigkeiten - Buchvorstellung mit Gespräch mit Hans-Dieter Schütt in Lübeck,Einkommen im Jahr 2025,kulturbotschafter EVENTS GbR,1,3042.24,,1769180817,29647,Kultur
79334,Vortragstätigkeiten - Buchvorstellung mit Gespräch mit Hans-Dieter Schütt in Erfurt,Einkommen im Jahr 2025,kulturbotschafter EVENTS GbR,2,5500.93,,1769180742,29647,Kultur
79334,Vortragstätigkeiten - Buchvorstellung mit Gespräch mit Hans-Dieter Schütt in Rostock,Einkommen im Jahr 2025,kulturbotschafter EVENTS GbR,2,4565.42,,1769180675,29647,Kultur
79334,Vortragstätigkeiten - Buchvorstellung mit Gespräch mit Hans-Dieter Schütt in Bad Zwischenahn,Einkommen im Jahr 2025,kulturbotschafter EVENTS GbR,2,4456.26,,1769180545,29647,Kultur
79334,"Vortragstätigkeiten - Buchveranstaltung, Buchbesprechung, Pößneck",Einkommen im Jahr 2025,Jahn Event,1,1100.0,,1769180302,29647,Kultur
79334,"Vortragstätigkeiten - Buchveranstaltung, Buchbesprechung, Bernburg",Einkommen im Jahr 2025,Jahn Event,1,2200.0,,1769180254,29647,Kultur
79334,"Vortragstätigkeiten - Buchveranstaltung, Buchbesprechung, Greiz",Einkommen im Jahr 2025,Jahn Event,1,1100.0,,1769180209,29647,Kultur
79334,"Vortragstätigkeiten - Buchveranstaltung, Buchbesprechung, Saalfeld",Einkommen im Jahr 2025,Jahn Event,1,1100.0,,1769180154,29647,Kultur
79334,Vortragstätigkeiten - Gespräch mit Hans-Dieter Schütt auf Hiddensee,Einkommen im Jahr 2025,Hiddenseer Hafen- und Kurbetrieb,1,1664.0,,1769179886,29647,Kultur
79334,Vortragstätigkeiten - Moderation mit der Autorin Julie Zeh,Einkommen im Jahr 2025,Erfurter Herbstlese e.V.,1,1200.0,,1769179808,29647,Kultur
79334,Vortragstätigkeiten - Vortrag mit Diskussion bei einer Veranstaltung der TEAG Thüringen Energie AG im Kraftwerk Jena,Einkommen im Jahr 2025,Econ Referenten-Agentur - Dölle & Gissing GbR,2,6500.0,,1769179736,29647,Energie|Wirtschaft
79334,Vortragstätigkeiten - Vortrag mit Diskussion bei der Jahrestagung des Verbandes Deutscher Kühlhäuser und Kühllogistikunternehmen e.V. (VDKL) Bonn,Einkommen im Jahr 2025,Econ Referenten-Agentur - Dölle & Gissing GbR,3,7200.0,,1769179636,29647,Verkehr|Wirtschaft
79334,Vortragstätigkeiten - Vortrag mit Diskussion beim Frühjahrskongress der nfs Netfonds Financial Service GmbH,Einkommen im Jahr 2025,Econ Referenten-Agentur - Dölle & Gissing GbR,2,6500.0,,1769179525,29647,Finanzen|Wirtschaft
79334,Vortragstätigkeiten - Keynote bei der ARENIT Industrie GmbH aus Hamburg,Einkommen im Jahr 2025,CSA Celebrity Speakers GmbH,3,8000.0,,1769178819,29647,Wirtschaft
79334,Vortragstätigkeiten - Veranstaltung mit Martin Sonneborn,Einkommen im Jahr 2025,Bürgerhäuser Dreieich,2,4110.95,,1769178617,29647,Kultur
79334,Vortragstätigkeiten - Gespräch mit Personen der Zeitgeschichte im Bergson Kunstkraftwerk,Einkommen im Jahr 2025,Bergson GmbH,1,3109.9,,1769178490,29647,Kultur
79334,Vortragstätigkeiten - Moderation mit Bernd Stelter in Köln,Einkommen im Jahr 2025,ART 28 GmbH & Co. KG,1,2000.0,,1769178378,29647,Kultur
79334,Vortragstätigkeiten - Moderation mit Harald Schmitt in Tübingen,Einkommen im Jahr 2025,ART 28 GmbH & Co. KG,1,2000.0,,1769178342,29647,Kultur
79334,Vortragstätigkeiten - Gespräch mit Olli Dittrich in Berlin,Einkommen im Jahr 2025,ART 28 GmbH & Co. KG,1,2000.0,,1769178284,29647,Kultur
79334,Vortragstätigkeiten - Gespräch mit Maren Kroymann in Tübingen,Einkommen im Jahr 2025,ART 28 GmbH & Co. KG,1,2000.0,,1769178197,29647,Kultur
79334,Vortragstätigkeiten - Vortrag beim Verbandstag der Augenoptiker und Optometristen in Dortmund,Einkommen im Jahr 2025,AOS Augenoptiker Service GmbH,2,5000.0,,1769178005,29647,Gesundheit
79334,Publizistische Tätigkeit,Einkommen im Jahr 2025,Aufbau Verlag GmbH & Co. KG,3,8000.0,,1769177752,29647,Medien
175425,Mitglied des Kuratoriums (ab 17.09.2025),,Otto Benecke Stiftung e.V. (OBS),,,,1768994344,29230,"Migration und Aufenthaltsrecht|Gesellschaftspolitik, soziale Gruppen"
175425,Mitglied des Vorstandes (ab 16.10.2025),,Denkfabrik in der SPD-Bundestagsfraktion,,,,1768994250,29230,"Politisches Leben, Parteien"
175425,Mitglied des Stiftungsrates (ab 01.11.2025),,Deutsche Stiftung für Engagement und Ehrenamt (DSEE),,,,1768994159,29229,"Gesellschaftspolitik, soziale Gruppen"
175425,Stellv. Mitglied des Stiftungsrates (ab 30.09.2025),,Bundesstiftung Gleichstellung,,,,1768994115,29229,"Gesellschaftspolitik, soziale Gruppen"
146801,Mitglied des Beirates (ab 19.11.2025),,EVS EUREGIO Verkehrsschienennetz GmbH,,500.0,1,1768991072,29228,Verkehr
108738,Mitglied der Regionalversammlung (ab 18.09.2024),Einkommen im Jahr 2025,Verband Region Stuttgart,,1000.0,,1768990329,29229,Staat und Verwaltung|Wirtschaft
108738,Mitglied der Regionalversammlung (ab 18.09.2024),Einkommen im Jahr 2024,Verband Region Stuttgart,1,1351.8,,1768990161,29229,Staat und Verwaltung|Wirtschaft
79444,Mitglied des Kuratoriums,Einkommen ab 01.01.2026,Deutsche Bundesstiftung Umwelt (DBU),1,1130.0,1,1768835637,29230,"Umwelt|Gesellschaftspolitik, soziale Gruppen"
79405,Mitglied des Kuratoriums,Einkommen ab 01.01.2026,Deutsche Bundesstiftung Umwelt (DBU),1,1130.0,1,1768835568,29230,Umwelt
175394,Vorsitzende des Kreistages,Einkommen im Jahr 2025,Landkreis Leer,,388.0,,1768563755,29229,Staat und Verwaltung
78825,"Rechtsanwalt - Mandant 161, Privatkundenbereich",Einkommen im Jahr 2025,Rechtsanwalt - freiberuflich,2,3724.66,,1768562528,29647,Recht
79349,Mitglied des Kuratoriums (ab 01.01.2026),,Aktion Sühnezeichen Friedensdienste e.V.,,,,1768562237,29230,"Gesellschaftspolitik, soziale Gruppen|Außenpolitik und internationale Beziehungen|Verteidigung"
79389,Mitglied des Aufsichtsrates,Einkommen ab 01.01.2023,Buchstelle LBV GmbH,2,7000.0,2,1768561620,29228,"Öffentliche Finanzen, Steuern und Abgaben|Finanzen|Wirtschaft"
79389,Geschäftsführender Gesellschafter,,Hermann Färber GbR,,750.0,1,1768560994,29647,Landwirtschaft und Ernährung
168396,Mitglied des Vorstandes,,Netzwerk Berlin e.V.,,,,1768401929,29230,"Gesellschaftspolitik, soziale Gruppen"
164996,Mitglied des Vorstandes (ab September 2025),,Deutsche Parlamentarische Gesellschaft e.V.,,,,1768401634,29230,"Politisches Leben, Parteien"
164996,Stellv. Mitglied des Stiftungsrates,,Bundesstiftung Bauakademie,,,,1768401563,29230,"Raumordnung, Bau- und Wohnungswesen"
78914,"Beisitzer des Vorstandes, ehrenamtlich",,Bürgeraktion PRO Flughafen,,,,1768400924,29230,"Gesellschaftspolitik, soziale Gruppen"
78914,Mitglied des Stiftungsrates (ab 18.09.2025),,"Stiftung Flucht, Vertreibung, Versöhnung",,,,1768400835,29229,"Gesellschaftspolitik, soziale Gruppen"
78914,Stellv. Mitglied des Verbandsvorstandes,,Sparkassenzweckverband Nassau,,,,1768400746,29229,"Öffentliche Finanzen, Steuern und Abgaben|Finanzen|Wirtschaft"
78914,Mitglied des Kreisausschusses,,Rheingau-Taunus-Kreis,,,,1768400712,29229,Staat und Verwaltung
78914,"Mitglied des externen Beirates des Forschungszentrums AZARE (Anwendungszentrum für alle regenerativen Energieformen zur Dekarbonisierung von Verkehr, Gebäuden und Industrie), ehrenamtlich",,Hochschule RheinMain,,,,1768400551,29229,Bildung und Erziehung
78914,Mitglied des Verwaltungsrates (ab 08.01.2026),,Bundesanstalt für Immobilienaufgaben (BImA),,,,1768400383,29229,"Raumordnung, Bau- und Wohnungswesen"
79215,"Mitglied des Kuratoriums des Deutschen Studienpreises, ehrenamtlich (ab 10.11.2025)",,Körber-Stiftung,,,,1768399905,29230,Bildung und Erziehung
146867,Beteiligung,,Restaurant Tomate GmbH,,,,1768399759,29231,Landwirtschaft und Ernährung
146867,Vorsitzende des Landesverbandes,,"Pro Familia e.V., Landesverband Saarland",,,,1768399178,29230,"Gesellschaftspolitik, soziale Gruppen"
146867,Mitglied des Vorstandes (bis 24.09.2025),,"Der Paritätische Wohlfahrtsverband, Landesverband Rheinland-Pfalz/Saarland e.V.",,,,1768398875,29230,Soziale Sicherung
146867,Präsidentin,,Altsaarbrücker Turn- und Sportverein e.V.,,,,1768398787,29230,"Sport, Freizeit und Tourismus"
146867,Zweite Vorsitzende,,Aldona e.V.,,,,1768398700,29230,"Gesellschaftspolitik, soziale Gruppen|Migration und Aufenthaltsrecht"
146830,"Mitglied des Mittelstandsbeirates, von Amts wegen (ab 06.05.2025)",,Kreditanstalt für Wiederaufbau (KfW),,,,1768398432,29229,"Öffentliche Finanzen, Steuern und Abgaben|Wirtschaft"
146830,Mitglied des Stiftungsrates (ab 01.10.2025),,Bundesstiftung zur Aufarbeitung der SED-Diktatur,,,,1768398354,29229,"Staat und Verwaltung|Politisches Leben, Parteien"
146830,Vorsitzende des Aufsichtsrates (ab 15.07.2025),,Zukunftszentrum für Deutsche Einheit und Europäische Transformation gemeinnützige GmbH,,,,1768398163,29228,"Wissenschaft, Forschung und Technologie|Kultur|Gesellschaftspolitik, soziale Gruppen"
146793,"Stellv. Mitglied des Stiftungsrates, ehrenamtlich (ab 25.09.2025)",,Bundesstiftung Bauakademie,,,,1768397955,29230,"Kultur|Raumordnung, Bau- und Wohnungswesen"
146793,"Mitglied des Stiftungsrates, ehrenamtlich (ab 04.11.2025)",,Stiftung Preußischer Kulturbesitz,,,,1768397866,29229,Kultur
146793,"Stellv. Mitglied des Stiftungsrates, ehrenamtlich (ab 18.09.2025)",,"Stiftung Flucht, Vertreibung, Versöhnung",,,,1768397756,29229,"Gesellschaftspolitik, soziale Gruppen"
146793,"Stellv. Mitglied des Kuratoriums, ehrenamtlich (ab 06.11.2025)",,Stiftung Deutsches Historisches Museum (DHM),,,,1768397703,29229,Kultur
146793,"Mitglied des Präsidiums, ehrenamtlich (ab 10.07.2025)",,Deutsches Nationalkomitee für Denkmalschutz (DNK),,,,1768397618,29229,"Kultur|Raumordnung, Bau- und Wohnungswesen"
146793,"Mitglied des Beirates Green Culture Anlaufstelle, ehrenamtlich (ab 08.10.2025)",,Delta1 gemeinnützige GmbH,,,,1768397550,29228,Umwelt|Wirtschaft
145921,Mitglied des Aufsichtsrates (bis 31.12.2025),Einkommen im Jahr 2025,Toll Collect GmbH,2,4000.0,,1768392048,29228,Verkehr
136824,Übernahme Reisekosten,Einkommen im Jahr 2025,ELNET Deutschland e.V.,1,3427.34,,1768391208,29232,"Gesellschaftspolitik, soziale Gruppen"
140944,Mitglied des Kuratoriums (ab 11.12.2025),,Stiftung Schifffahrtsstandort Deutschland,,,,1768390972,29230,Verkehr|Kultur
175419,Präsidentin (ab 08.11.2025),,Bundesmusikverband Chor und Orchester e.V.,,,,1768225840,29230,Kultur
175443,Mitglied des Aufsichtsrates (ab 11.12.2025),,Dortmunder Stadtwerke Holding GmbH,,,,1768225705,29228,Energie|Verkehr
175443,Mitglied des Aufsichtsrates (ab 11.12.2025),,Dortmunder Stadtwerke AG,,,,1768225317,29228,Verkehr
175502,Beisitzer im Vorstand (ab 05.11.2025),,Deutsche Atlantische Gesellschaft e.V.,,,,1768225156,29230,"Außenpolitik und internationale Beziehungen|Politisches Leben, Parteien"
175880,Stellv. Präsident (ab 11.10.2025),,Verband der Reservisten der Deutschen Bundeswehr e.V. (VdRBw),,,,1768224980,29230,"Verteidigung|Gesellschaftspolitik, soziale Gruppen"
175880,Mitglied des Kuratoriums (ab 25.09.2025),,Bundesstiftung Magnus Hirschfeld,,,,1768224915,29230,"Gesellschaftspolitik, soziale Gruppen|Kultur"
175880,Mitglied des Stiftungsrates (ab 30.09.2025),,Bundesstiftung Gleichstellung,,,,1768224846,29229,"Gesellschaftspolitik, soziale Gruppen"
175629,"Mitglied des Beirates für marktoffensive erneuerbare Energien, ehrenamtlich (ab 25.11.2025)",,Deutsche Energie-Agentur GmbH (dena),,,,1768224685,29228,Energie
78810,Mitglied des Beirates für sparkassenpolitische Grundatzfragen (ab 18.11.2025),Einkommen ab 01.01.2026,Sparkassenverband Bayern,1,2500.0,2,1768216192,29229,"Öffentliche Finanzen, Steuern und Abgaben"
78810,Mitglied des Beirates für sparkassenpolitische Grundatzfragen (ab 18.11.2025),,Sparkassenverband Bayern,,,,1768216093,29229,"Öffentliche Finanzen, Steuern und Abgaben"
78810,Mitglied des Stiftungsrates (ab 01.11.2025),,Deutsche Stiftung für Engagement und Ehrenamt (DSEE),,,,1768215948,29229,"Gesellschaftspolitik, soziale Gruppen"
79468,"Stellv. Vorsitzende des Stiftungsrates, von Amts wegen (ab 06.05.2025)",,Wissenschaftsstiftung Ernst Reuter,,,,1768212605,29230,"Wissenschaft, Forschung und Technologie"
79468,"Mitglied des Kuratoriums, von Amts wegen (ab 06.05.2025)",,Villa Vigoni e.V.,,,,1768212479,29230,"Wissenschaft, Forschung und Technologie"
79468,"Mitglied des Senats, von Amts wegen (ab 04.11.2025)",,Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V.,,,,1768212262,29230,"Wissenschaft, Forschung und Technologie"
79468,"Mitglied des Senats, von Amts wegen (ab 06.05.2025)",,Leibniz-Gemeinschaft,,,,1768212142,29230,"Wissenschaft, Forschung und Technologie"
79468,"Vorsitzende des Ausschusses der Zuwendungsgeber, von Amts wegen (ab 06.05.2025)",,Hermann von Helmholtz-Gemeinschaft Deutscher Forschungszentren e.V.,,,,1768211879,29230,"Wissenschaft, Forschung und Technologie"
79468,"Mitglied des Senats, von Amts wegen (ab 06.05.2025)",,Hermann von Helmholtz-Gemeinschaft Deutscher Forschungszentren e.V.,,,,1768211819,29230,"Wissenschaft, Forschung und Technologie"
79468,Mitglied des Kuratoriums (ab 27.07.2025),,Gesellschaft der Freunde von Bayreuth e.V.,,,,1768211744,29230,Kultur
79468,"Mitglied des Kuratoriums, von Amts wegen (ab 06.05.2025)",,Deutsches Studierendenwerk e.V.,,,,1768211360,29230,Bildung und Erziehung
79468,"Mitglied des Stiftungsrates, von Amts wegen (ab 06.05.2025)",,Alexander-von-Humboldt-Stiftung (AvH),,,,1768211263,29230,Kultur
79468,"Stell. Vorsitzende, von Amts wegen (ab 16.05.2025)",,Gemeinsame Wissenschaftskonferenz (GWK),,,,1768210973,29229,Wirtschaft
79468,"Mitglied des Kuratoriums, von Amts wegen (ab 06.05.2025)",,Deutsches Museum von Meisterwerken der Naturwissenschaft und Technik,,,,1768210633,29229,"Kultur|Wissenschaft, Forschung und Technologie"
79468,Mitglied der Jury „TOP 100-Besten“ (bis 01.07.2025),,Compamedia GmbH,,,,1768210537,29228,Wirtschaft
78944,Mitglied des Stadtrates,Einkommen im Jahr 2025,Hansestadt Lüneburg,,560.0,,1767955367,29229,Staat und Verwaltung
79069,Of Counsel,Einkommen ab 01.10.2025,Waigel Rechtsanwälte,2,5500.0,1,1767955122,29647,Recht
79116,Mitglied des Kundenbeirates,Einkommen im Jahr 2025,Minol Messtechnik W. Lehmann GmbH & Co. KG,1,2380.0,,1767954571,29228,Energie|Wirtschaft
78958,Mitglied des Stiftungsrates (ab 18.09.2025),,Bundesstiftung Gleichstellung,,,,1767954251,29229,"Gesellschaftspolitik, soziale Gruppen"
79134,"Mitglied des Vorstandes, ehrenamtlich (ab 10.10.2025)",,Verein zur Förderung der Ziele des Bundes der Vertriebenen e.V.,,,,1767953845,29230,"Gesellschaftspolitik, soziale Gruppen"
79134,"Mitglied des Präsidiums, ehrenamtlich (ab 12.10.2025)",,Sudetendeutscher Rat e.V.,,,,1767953740,29230,"Gesellschaftspolitik, soziale Gruppen"
79134,"Mitglied des Beirates, ehrenamtlich (ab 13.11.2025)",,Stiftung Datenschutz,,,,1767953657,29230,"Medien, Kommunikation und Informationstechnik"
79134,"Mitglied des Kuratoriums, ehrenamtlich (ab 11.11.2025)",,Kulturstiftung der deutschen Vertriebenen für Wissenschaft und Forschung,,,,1767953466,29230,"Wissenschaft, Forschung und Technologie"
79134,"Kooptiertes Mitglied des Vorstandes, ehrenamtlich (ab 25.09.2025)",,Gesellschaft zum Studium strukturpolitischer Fragen e.V.,,,,1767953374,29230,"Gesellschaftspolitik, soziale Gruppen"
79134,"Präsident, ehrenamtlich (ab 10.10.2025)",,Bund der Vertriebenen (BdV),,,,1767953234,29230,"Gesellschaftspolitik, soziale Gruppen"
79134,Mitglied des Kuratoriums (ab 06.11.2025),,Stiftung Deutsches Historisches Museum (DHM),,,,1767953091,29229,Kultur
79226,"Mitglied des Beirates, ehrenamtlich (ab 26.11.2025)",,"Jacques Delors Centre (Hertie School) - Berlin, gemeinnützige GmbH",,,,1767951323,29228,Bildung und Erziehung
79277,"Vorsitzender des Beirates, ehrenamtlich (ab 29.11.2025)",,cnetz - Verein für Netzpolitik e.V.,,,,1767951134,29230,"Gesellschaftspolitik, soziale Gruppen|Medien, Kommunikation und Informationstechnik|Digitale Agenda|Politisches Leben, Parteien"
79480,"Mitglied des Senats, ehrenamtlich (ab 01.01.2026)",,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e.V.,,,,1767948354,29230,"Wissenschaft, Forschung und Technologie"
28896,Mitglied des Aufsichtsrates (ab 14.11.2025) ,Einkommen ab 01.01.2026,Die Autobahn GmbH des Bundes,2,5000.0,2,1767102097,29228,Verkehr|Staat und Verwaltung
28896,"Mitglied des Aufsichtsrates, ehrenamtlich (ab 02.09.2025)",,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,,,,1767101999,29228,Außenpolitik und internationale Beziehungen|Außenwirtschaft|Entwicklungspolitik
79397,"Mitglied des gemeinsamen Kuratoriums des Max-Planck-Instituts für Biologie, des Max-Planck-Instituts für biologische Kybernetik und des Friedrich-Miescher-Laboratoriums für biologische Arbeitsgruppen Tübingen, ehrenamtlich (ab 03.11.2025)",,Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V.,,,,1767101803,29230,"Wissenschaft, Forschung und Technologie"
79397,Mitglied des Aufsichtsrates (ab 14.11.2025),Einkommen ab 01.01.2026,DB InfraGO AG (vormals DB Netz AG),2,7000.0,2,1767101302,29228,"Verkehr|digitale Infrastruktur|Medien, Kommunikation und Informationstechnik"
79332,Mitglied des Deutschen Forstzertifizierungsrates (DFZR) (ab 02.07.2025),,PEFC Deutschland e.V.,,,,1766491305,29230,Landwirtschaft und Ernährung
79332,Sprecher der Plattform Forst und Holz (ab 09.07.2025),,Der Deutsche Forstwirtschaftsrat (DFWR) e.V.,,,,1766491133,29230,Landwirtschaft und Ernährung
79332,Präsident (ab 17.06.2025),Einkommen ab Januar 2026,Der Deutsche Forstwirtschaftsrat (DFWR) e.V.,3,14000.0,2,1766490906,29230,Landwirtschaft und Ernährung
79332,Präsident (ab 17.06.2025),Einkommen im Jahr 2025,Der Deutsche Forstwirtschaftsrat (DFWR) e.V.,2,7000.0,,1766490653,29230,Landwirtschaft und Ernährung
79332,"Mitglied der Gesellschafterversammlung, ehrenamtlich",,Energieverbund Marienmünster Verwaltungs GmbH,,,,1766487988,29228,Energie|Wirtschaft
79332,"Mitglied der Gesellschafterversammlung, ehrenamtlich",,Energieverbund Marienmünster GmbH & Co.KG,,,,1766487853,29228,Energie|Wirtschaft
175876,Mitglied des Beirates (ab 07.10.2025),,DEval - Deutsches Evaluierungsinstitut der Entwicklungszusammenarbeit gemeinnützige GmbH,,,,1766421701,29228,"Außenpolitik und internationale Beziehungen|Außenwirtschaft|Entwicklungspolitik|Wissenschaft, Forschung und Technologie"
175876,Mitglied des Kuratoriums (ab 01.10.2025),,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,,,,1766421586,29228,Außenpolitik und internationale Beziehungen|Außenwirtschaft|Entwicklungspolitik
175876,Selbstständiger Dozent,,freiberuflich,,,,1766421473,29647,Bildung und Erziehung
175867,Mitglied des Stiftungsrates (ab 22.07.2025),,Stiftung Unabhängige Patientenberatung Deutschland (UPD),,,,1766420958,29230,Gesundheit
175867,Rechtsanwältin,,Rechtsanwältin,,,,1766420815,29647,Recht
78821,"Mitglied des Kuratoriums, ehrenamtlich, von Amts wegen",,Deutsche Bundesstiftung Umwelt (DBU),,,,1766419572,29230,"Gesellschaftspolitik, soziale Gruppen|Umwelt"
78821,Mitglied des Kuratoriums,Einkommen bis 05.05.2025,Deutsche Bundesstiftung Umwelt (DBU),1,1100.0,1,1766419498,29230,"Gesellschaftspolitik, soziale Gruppen|Umwelt"
78821,"Vorsitzender des Meeresnaturschutzausschusses, ehrenamtlich",,DBU Naturerbe GmbH,,,,1766419288,29228,Umwelt
78821,"Mitglied des Beirates und des Wirtschaftsausschusses, ehrenamtlich",,DBU Naturerbe GmbH,,,,1766419255,29228,Umwelt
145755,Mitglied des Kreistages,,Landkreis Görlitz,,,,1765975001,29229,Staat und Verwaltung
175436,Übernahme Reisekosten,Einkommen im Jahr 2025,Körber-Stiftung,2,6743.0,,1765974744,29232,Bildung und Erziehung
136025,Vorsitzende des Kreistages,Einkommen im Jahr 2025,Landkreis Northeim,,150.0,,1765974247,29229,Staat und Verwaltung
130480,Mitglied des Städteregionstages (bis 06.11.2025),Einkommen im Jahr 2025,StädteRegion Aachen,,100.92,,1765974017,29229,Staat und Verwaltung
79404,"Mitglied des Rates, ehrenamtlich (ab 31.10.2025)",,Agora Digitale Transformation gemeinnützige GmbH,,,,1765973468,29228,Digitale Agenda
79405,Einsatz eines Stipendiaten der Stiftung im Zeitraum 01.09.2025 bis 31.01.2026 (Zuwendung fließt direkt an den Stipendiaten),Einkommen im Jahr 2025,Wilhelm und Else Heraeus-Stiftung,4,18000.0,,1765973197,29232,"Bildung und Erziehung|Wissenschaft, Forschung und Technologie"
175596,Mitglied des politischen Beirates,,Wirtschaftsvereinigung der Grünen e.V.,,,,1765530720,29230,Wirtschaft
175596,Mitglied des Beirates,,Forum Ökologisch-Soziale Marktwirtschaft e.V. (FÖS),,,,1765530553,29230,Wirtschaft
175596,Mitglied des Politischen Beirates,,Berliner Steuergespräche e.V.,,,,1765530326,29230,"Öffentliche Finanzen, Steuern und Abgaben"
175596,Mitglied des Verwaltungsrates,,Kreditanstalt für Wiederaufbau (KfW),,,,1765530264,29229,"Öffentliche Finanzen, Steuern und Abgaben|Wirtschaft|Finanzen"
175596,Mitglied des Beirates „Making Sustainable Finance Work in Germany“ (ab 25.05.2025),,Climate & Company – The Berlin Institute for Climate Training and Research gemeinnützige GmbH,,,,1765530125,29228,Klima
78825,"Rechtsanwalt - Mandant 175, Privatkundenbereich",Einkommen im Jahr 2025,Rechtsanwalt - freiberuflich,1,3333.24,,1765529760,29647,Recht
78825,"Rechtsanwalt - Mandant 174, Privatkundenbereich",Einkommen im Jahr 2025,Rechtsanwalt - freiberuflich,1,2731.21,,1765529719,29647,Recht
78825,"Rechtsanwalt - Mandant 127, Privatkundenbereich",Einkommen im Jahr 2025,Rechtsanwalt - freiberuflich,1,1936.85,,1765529581,29647,Recht
79364,Mitglied des Aufsichtsrates (bis 11.07.2025),Einkommen im Jahr 2025,DB InfraGO AG (vormals DB Netz AG),3,8014.0,,1765529130,29228,Verkehr
130691,Mitglied des Kuratoriums (bis 23.01.2026),,Otto Benecke Stiftung e.V. (OBS),,,,1765377211,29230,"Migration und Aufenthaltsrecht|Gesellschaftspolitik, soziale Gruppen"
130691,"Mitglied des Kuratoriums, von Amts wegen (ab 22.07.2025)",,Internationale Journalisten-Programme e.V. (IJP),,,,1765377058,29230,"Bildung und Erziehung|Medien, Kommunikation und Informationstechnik"
130691,Mitglied des Präsidiums (ab 16.09.2025),,Help - Hilfe zur Selbsthilfe e.V.,,,,1765376307,29230,"Gesellschaftspolitik, soziale Gruppen|Soziale Sicherung"
130691,Mitglied des Präsidiums,,Förderverein Universität Duisburg-Essen e.V.,,,,1765376186,29230,"Bildung und Erziehung|Wissenschaft, Forschung und Technologie"
130691,Mitglied des Senats,,Deutsche Nationalstiftung,,,,1765376095,29230,Kultur
130691,"Mitglied des Kuratoriums, von Amts wegen (ab 30.07.2025)",,Deutsch-Israelisches Zukunftsforum (DIZF),,,,1765376000,29230,Außenpolitik und internationale Beziehungen
130691,"Mitglied des Stiftungsrates, von Amts wegen (ab 15.09.2025)",,"Stiftung Flucht, Vertreibung, Versöhnung",,,,1765375704,29229,"Gesellschaftspolitik, soziale Gruppen"
130691,"Mitglied des Komitees, von Amts wegen (ab 16.10.2025)",,Deutsches Nationalkomitee für Denkmalschutz (DNK),,,,1765375517,29229,Kultur
130691,Mitglied des Rundfunkrates (ab 04.06.2025),,Deutsche Welle,,,,1765375443,29229,"Medien, Kommunikation und Informationstechnik"
138463,Mitglied des Beirates (ab 25.06.2025),,Siebenpfeiffer Stiftung,,,,1765375063,29230,"Politisches Leben, Parteien"
138463,Mitglied des Kreistages und Kreisbeigeordneter,Einkommen im Jahr 2025,Saarpfalz Kreis,1,2640.0,,1765374744,29229,Staat und Verwaltung
138463,Mitglied des Kreistages und Kreisbeigeordneter,,Saarpfalz Kreis,,550.0,1,1765374624,29229,Staat und Verwaltung
31221,Beteiligung,,Trade Point Mobil GmbH (haftungsbeschränkt),,,,1765364574,29231,Wirtschaft
79097,"Mitglied des Vorstandes, ehrenamtlich (ab 28.11.2025)",,Lebenshilfe Landesverband Hamburg e.V.,,,,1765364421,29230,"Gesellschaftspolitik, soziale Gruppen|Soziale Sicherung"
