politician_id,name,party,occupation,year_of_birth,field_title,sex,education,x,y
183520,Adam Balten,AfD,Senior Supporter Products,1983.0,,m,Mechatronik-Ingenieur,-3.874763,-8.765169
175416,Daniel Baldy,SPD,,1994.0,,m,Lehrer für Gymnasien,7.328297,0.3156979
120254,Lisa Badum,BÜNDNIS 90/­DIE GRÜNEN,MdB,1983.0,,f,Politikwissenschaftlerin,-3.1865792,8.191906
175907,Carolin Bachmann,AfD,MdB,1988.0,,f,ausgebildete Investmendfondsmanagerin Bachelor Business Administration,-5.819668,-9.675001
165055,Cornell-Anette Babendererde,CDU/CSU,"Stellv. Referatsleiterin im Niedersächsischen Ministerium für Wirtschaft, Arbeit, Verkehr und Digitalisierung",1971.0,Dr.,f,Promovierte Historikerin,7.3495574,0.32475904
120442,Peter Aumer,CDU/CSU,MdB,1976.0,,m,Master of Buisness Administration,7.3363132,0.29144615
78810,Artur Auernhammer,CDU/CSU,MdB,1963.0,,m,Landwirtschaftsmeister,7.360456,0.24385448
175526,Andreas Audretsch,BÜNDNIS 90/­DIE GRÜNEN,MdB,1984.0,,m,Politikwissenschaftler,-3.1112907,7.9702206
182861,Tijen Ataoğlu,CDU/CSU,"Büroleiterin des Vorsitzenden der CDU-Landtagsfraktion NRW, Thorsten Schick",,,f,Richterin,7.299532,0.34044594
183082,Ayse Asar,BÜNDNIS 90/­DIE GRÜNEN,Rechtsanwältin,1975.0,,f,Volljuristin,-3.0551286,7.971555
108373,Alexander Arpaschi,AfD,selbstständiger Immobilienunternehmer,1970.0,,m,"Maschinenbauingenieur, Betriebswirt",-4.022317,-8.659686
183266,Michael „Moses“ Arndt,Die Linke,"Hausarzt, Chefarzt, Autor, Verleger, Unternehmer",1964.0,Dr.,m,"Doktor der Medizin, Arzt",-8.092077,9.408257
139271,Luise Amtsberg,BÜNDNIS 90/­DIE GRÜNEN,MdB,1984.0,,f,Islamwissenschaftlerin,-3.0608325,8.016262
145862,Philipp Amthor,CDU/CSU,MdB,1992.0,,m,Jurist,7.3228135,0.29979852
145885,Norbert Maria Altenkamp,CDU/CSU,MdB,1972.0,,m,Diplom Volkswirt,7.309098,0.18971966
183004,Alaa Alhamwi,BÜNDNIS 90/­DIE GRÜNEN,MdB,1984.0,Dr.,m,Wissenschaftlicher,-3.1214948,7.9960556
79476,Stephan Albani,CDU/CSU,MdB,1968.0,,m,Diplom-Physiker,7.330602,0.31704432
175486,Reem Alabali Radovan,SPD,MdB,1990.0,,f,Studium der Politikwissenschaften,7.3478804,0.12976193
135459,Tarek Al-Wazir,BÜNDNIS 90/­DIE GRÜNEN,,1971.0,,m,Diplom-Politologe,-3.4468997,7.55541
78952,Jan van Aken,Die Linke,Mitglied des Bundestages,1961.0,,m,Biologe,-6.469911,9.619564
108563,Gökay Akbulut,Die Linke,,,,f,,-8.077264,8.820265
175389,Adis Ahmetović,SPD,MdB,1993.0,,m,Master of Education,7.3237367,0.31743467
182845,Anna Aeikens,CDU/CSU,Co-Geschäftsführerin,,,f,Bachelor of Applied Science – Agrarökonomie,7.337779,0.3002366
146180,Doris Achelwilm,Die Linke,Angestellte,1976.0,,f,Sprachwissenschaftlerin (M.A.),-8.130062,9.249503
29084,Knut Abraham,CDU/CSU,MdB,1966.0,,m,Jurist,7.3055854,0.32113135
175489,Sanae Abdi,SPD,MdB,1986.0,,f,,7.312988,0.2106777
