fraktion,redner_id,vorname,nachname,anzahl_reden,wortanzahl_gesamt
SPD,11005249,Maja,Wallstein,13,7059
SPD,11004701,Esther,Dilcher,10,6962
SPD,11005240,Anja,Troff-Schaffarzyk,12,6814
SPD,11005416,Daniel,Bettermann,10,6692
SPD,11005208,Christoph,Schmid,17,6536
SPD,11005424,Hendrik,Bollmann,14,6460
SPD,11005204,Johannes,Schätzl,15,6381
SPD,11004949,Isabel,Mackensen-Geis,11,6370
SPD,11005088,Jasmina,Hostert,20,6218
SPD,11005553,Truels,Reichardt,12,6133
SPD,11005241,Derya,Türk-Nachbaur,13,6017
SPD,11004614,Angelika,Glöckner,14,5987
SPD,11004881,Johannes,Schraps,13,5864
SPD,11003758,Martin,Gerster,10,5801
SPD,11004424,Michael,Thews,11,5307
SPD,11004401,Dagmar,Schmidt,9,5271
SPD,11005044,Falko,Droßmann,12,5247
SPD,11005606,Daniel,Walter,8,5192
SPD,11004412,Svenja,Stadler,9,5082
SPD,11005178,Jens,Peick,9,5001
SPD,11005000,Sanae,Abdi,13,4963
SPD,11005217 999990074,SvenjaSvenja,SchulzeSchulze,9,4919
SPD,11005137,Tanja,Machalet,10,4883
SPD,11005300,Daniel,Rinkert,9,4759
SPD,11005108,Annika,Klose,9,4758
SPD,11004825,Claudia,Moll,13,4618
SPD,11004639,Jürgen,Coße,9,4445
SPD,11005414,Jens,Behrens,8,4423
SPD,11004296,Gabriela,Heinrich,10,4269
SPD,11005560,Daniela,Rump,10,4208
SPD,11003545,Bettina,Hagedorn,7,4203
SPD,11005614,Serdar,Yüksel,8,3828
SPD,11005236,Ruppert,Stüwe,8,3773
SPD,11005153,Kathrin,Michel,8,3715
SPD,11003142,Hubertus,Heil,6,3658
SPD,11004317,Frank,Junge,6,3615
SPD,11004878,Uwe,Schmidt,4,3570
SPD,11005452,Nancy,Faeser,9,3453
SPD,11005084,Nadine,Heselhaus,8,3308
SPD,11004257,Lars,Castellucci,6,3262
SPD,11005154,Matthias David,Mieves,7,3133
SPD,11004063,Oliver,Kaczmarek,5,3043
SPD,11004407,Andreas,Schwarz,4,3025
SPD,11005006,Reem,Alabali-Radovan,18,2898
SPD,11004261,Sabine,Dittmar,8,2897
SPD,11004921,Markus,Töns,6,2696
SPD,11004289,Metin,Hakverdi,5,2659
SPD,11005314,Heike,Heubach,9,2655
SPD,11004267,Saskia,Esken,6,2592
SPD,11004771,Elisabeth,Kaiser,5,2581
SPD,11005135,Bettina,Lugk,4,2507
SPD,11005116,Martin,Kröber,4,2442
SPD,11004876,Nils,Schmid,5,2291
SPD,11004124,Aydan,Özoğuz,5,2238
SPD,11004942,Marja-Liisa,Völlers,5,2065
SPD,11003847,Rita,Schwarzelühr-Sutter,2,1727
SPD,11005109,Tim,Klüssendorf,2,1623
SPD,11005177,Natalie,Pawlik,3,1577
SPD,11004844,Josephine,Ortleb,5,1495
SPD,11004453,Stefan,Zierke,2,1112
SPD,11003797,Karl,Lauterbach,2,987
SPD,11004884,Michael,Schrodi,2,969
SPD,11004291,Sebastian,Hartmann,2,949
SPD,11003804,Katja,Mast,3,931
SPD,11003496,Sören,Bartol,2,789
SPD,11003846,Frank,Schwabe,2,774
SPD,11005096,Macit,Karaahmetoğlu,2,741
SPD,11003162,Anette,Kramme,2,694
SPD,11003440,Kerstin,Griese,2,686
SPD,11004433,Dirk,Vöpel,1,505
SPD,11004150,Stefan,Schwartze,1,349
